Winery,Wine name,Vintage,Region,Country,Regional wine style,Average rating,Scan date,Scan/Review Location,Your rating,Your review,Personal Note,Wine type,Drinking Window,Link to wine,Label image
Arndt Cellars,Merlot,2016.0,Paso Robles,United States,Californian Merlot,4.2,2025-03-24 00:01:24,,4.1,"8.2 out of 10 - going to write more. Blueberry, cherry, plum, strawberry, mushroom, and leather. Really blends well together.

One of my favorite merlots I’ve had.",,Red Wine,,https://www.vivino.com/wines/166082098,https://images.vivino.com/labels/AH3smiBYTmGjOMUQR7Cm6w.jpg
Bodegas Muga,Selección Especial (Reserva),2019.0,Rioja,Spain,Spanish Rioja Red,4.2,2025-03-23 23:12:53,,3.6,"7.3 out of 10 - it was interesting some of the first flavors that I got off of this wine were cherry, blueberry (my brother-in-law didn’t any of that)

I also get a little bit of oak, but otherwise I mean it is a really good Rioja, I think it could be a little bit better for its price point .",,Red Wine,,https://www.vivino.com/wines/159497786,https://images.vivino.com/labels/obYUhMIwRIWLSR3Kuc_5Eg.jpg
Edna Valley Vineyard,Chardonnay,2023.0,Central Coast,United States,Californian Chardonnay,3.6,2025-03-22 22:04:12,Trader Joe's,3.3,"6.7 out of 10 - interesting wine tasting session. I put this against a similar Chardonnay called Jordan Valley. Chardonnay is double the price however I preferred the Edna Valley.

The major flavors I get are vanilla, butter, pineapple, banana, pear, and white peach. There’s also a steel or minerals taste I get, probably from the aging process. That’s the only drawback; it kind of tastes like it’s mass produced.

Otherwise, it’s very lovely. I’ve already had another vintage now. I’m reading the 2023.",,White Wine,,https://www.vivino.com/wines/174383014,https://images.vivino.com/labels/hDmGR0r8SBymohklvxCDUw.jpg
Kendall-Jackson,Vintner's Reserve Chardonnay,2023.0,California,United States,Californian Chardonnay,3.9,2025-03-22 21:16:35,Target,3.4,"6.8 out of 10 -  blind taste test time! I tried the 2022 and the 2023 back to back blindly. 2022 had a slight advantage over the 2023.

But otherwise there’s very little difference in the taste. I think overall the 2022 is a little bit more balanced.

And the 2023 you still get flavors of vanilla and butter. Maybe a little bit of toast, mango and banana. There’s a little bit of a tarty flavor too.",,White Wine,,https://www.vivino.com/wines/173652861,https://images.vivino.com/labels/CMZiiCQbQn6wlCrG-CrNsg.jpg
Kendall-Jackson,Vintner's Reserve Chardonnay,2022.0,California,United States,Californian Chardonnay,3.9,2025-03-22 21:16:06,Target,3.4,"6.9 out of 10 - blind test test time! I compared the 2022 and the 2023 vintages. I slightly preferred the 2022. It felt like there was a more balance of flavor new one.

First thing you obviously taste is some oak. I get a little bit of butter and vanilla. Definite flavor of banana and a little bit that meaty tardy type of fruit like a mango on a good summers day.of",,White Wine,,https://www.vivino.com/wines/170424520,https://images.vivino.com/labels/QvXUbZ07TMa4keik9VeaJQ.jpg
Côte des Roses,Rosé,2023.0,Languedoc,France,Languedoc-Roussillon Rosé,3.9,2025-03-22 21:12:50,Target,3.4,"6.9 out of 10 - simple and refreshing. I got a little taster bottle from target.

I get strawberries, salt, lemon, lemon pith, raspberry, rose petal, and a little bit of apple.

I think it’s a phenomenal value for price. I would buy again.",,Rosé Wine,,https://www.vivino.com/wines/173838280,https://images.vivino.com/labels/SqnRN5jISEShRiR18OGBxA.jpg
Justin,Cabernet Sauvignon,2021.0,Paso Robles,United States,Californian Paso Robles Cabernet Sauvignon Red,4.1,2025-03-22 21:10:29,Target,3.4,"2021 vintage - 6.9 out of 10 - this vintage is better, but it still tastes slightly mass produced.

Chocolate on the note and palettes. cherry, blackberry, and pepper. I’m going to look out for more flavors.",,Red Wine,,https://www.vivino.com/wines/167357205,https://images.vivino.com/labels/YUF0Qcq2RkeB6rAq7NhB0w.jpg
Josh Cellars,Reserve North Coast Cabernet Sauvignon,2021.0,North Coast,United States,Californian Cabernet Sauvignon,4.0,2025-03-22 21:07:17,Target,4.0,"8.1 out of 10 - I think 2021 is a good year for most Cabernet Sauvignon’s in California. Begrudgingly I really like this wine. Typically I don’t like mass-produced wine that much but this is really good.

There’s tartness like a cherry flavor. I also get a dried flavor like prunes or dried figs. There’s a lot of spice that I get like cinnamon and pecan and a subtle flavor of apple cider. Also there’s plenty of blackberry, oak, and plum too. Maybe some chewing tobacco.

Loved it. Would buy this vintage again.",,Red Wine,,https://www.vivino.com/wines/167420187,https://images.vivino.com/labels/5sF4JL9uRwCbpB4ZXbTo4w.jpg
Jordan,Chardonnay,2022.0,Russian River Valley,United States,Californian Russian River Valley Chardonnay White,4.0,2025-03-22 04:33:07,,2.9,"5.9 out of 10 - it has potential. But the overpowering bold flavor kind of ruins it a little.

First off there’s a lot of oak and butter. Maybe too much. The other flavors I get are a sharp lemon citrus flavor little bit of grass. Just a little bit of cream with banana.

But the oakiness is almost overpowering. The flavor is a bit too strong where it makes your mouth pucker which is not something that I like here.

Drank while listening to Genius of Modern Music - Thelonious Monk.",,White Wine,,https://www.vivino.com/wines/170837515,https://images.vivino.com/labels/3IOIUxccRBiFWXydrOGvHg.jpg
Matic Wines,Frankovka,2022.0,Štajerska,Slovenia,Slovenian Red,3.9,,Unfiltered Natural Wine and More,3.9,"Updated score for the same vintage 7.9 out of 10 - lovely flavors on it. cherry, cranberry, spiced plum, cinnamon, and maybe a little bit of vanilla.",,Red Wine,,https://www.vivino.com/wines/171874887,
Douloufakis,Liatiko,2020.0,Aegean Sea,Greece,Greek Red,4.0,2025-03-20 03:25:42,Unfiltered Natural Wine and More,3.8,"7.7 out of 10 - really great wine. I don’t know if I’ve had this scrape before.

Taste of milk chocolate, oak, cherry cola, blueberry, plum, some fig, smoke and mushroom. It’s a really great blend together I think.

It really makes me wanna try more Greek wine  🇬🇷!",,Red Wine,,https://www.vivino.com/wines/176545680,https://images.vivino.com/labels/BZ_M8RckR3iW08uBweoMAA.jpg
Matic Wines,Get the Party Started Ampora Riesling,,Štajerska,Slovenia,Slovenian White,3.8,2025-03-20 03:20:59,Unfiltered Natural Wine and More,3.4,"6.9 out of 10 - at first I wasn’t sold on this wine. There was a taste of oil that I didn’t enjoy but after a bit, it grew on my pallet. It’s a weird skin contact winer that almost taste like a Chardonnay.

So I got a little bit of citrus, but I also got butter and oak. Not too much but just enough. also, I got a little bit of honey. So in the end, it ended up growing on me.

I tasted it at a wine shop during a Slovenian wine tasting. great choice!",,White Wine,,https://www.vivino.com/wines/163978643,https://images.vivino.com/labels/m2pL1GkvSl2Nu8K5dvIcgw.jpg
Guanamé,Blend,2022.0,Baja California,Mexico,,3.7,,Coabana,3.0,"6.0 out of 10 - decent blend. Not great. Really loved the dried fruit notes like fig. I also got blueberry, cherry, tobacco, smoke, and mushroom.

This restaurant in downtown phoenix has ALL the Mexican wine. It’s fantastic.",,Red Wine,,https://www.vivino.com/wines/177255137,
Matic Wines,Picollo Piquette Red,,Štajerska,Slovenia,,3.8,2025-03-20 00:01:13,Unfiltered Natural Wine and More,3.4,"6.9 out of 10 - lovely wine. This is my first Piquette in a while.

For flavors, I didn’t get too much because the flavor wasn’t that concentrated, but I thought it was lovely still. Taste of pomegranate, cherry, and maybe another tart fruit like cranberry. Blackberry, and maybe a little bit of citrus.

Overall is very lovely. Could be a little bit more intense with the flavor that I drink at any time.",,Sparkling,,https://www.vivino.com/wines/168416268,https://images.vivino.com/labels/IDYuPv-4QsiGTUZ8XX5jvw.jpg
Kakhuri Gvinis Marani (Кахури Гвинис Марани),Pirosmani Red Semi-Dry (ფიროსმანი),2022.0,Kakheti,Georgia,Georgian Red,3.9,2025-03-17 04:16:17,Total Wine & More,3.7,"7.0 out of 10 - lovey Georgian red. Got to support my brothers fightin Russian aggression 🇬🇪✊🏻

 Spiced plum, coriander, mushroom, maraschino cherry, and fig—a really interesting blend of flavors.

I don’t know if I would want it daily, but it’s lovely tonight. It has a very unique flavor that might be a little overbearing every night.

UPDATE: IT'S GETTING UPGRADED TO TK 7.5. After a couple of days, the taste really developed.",,Red Wine,,https://www.vivino.com/wines/173860949,https://images.vivino.com/labels/8VyZp2CxS06DhhkxN5oqdg.jpg
Binyamina,Yogev Cabernet Sauvignon - Shiraz ( יוגב קברנה סוביניון - שיראז ),2023.0,Lower Galilee,Israel,Israeli Red Blend,3.6,2025-03-17 03:57:45,Total Wine & More,3.5,"7.0 out of 10 - lowered the score a little bit because of the taste the next day. But I want to try it again to confirm.

Not too plummy for an Israeli red. Notes more of blackberry, cherry, and blueberry. Spices of cinnamon and pepper. Tobacco and a little bit of smoke.

Overall a great pick. A cozy red for a chill day.",,Red Wine,,https://www.vivino.com/wines/174560938,https://images.vivino.com/labels/fwEyFjJOQZOOobfA_7liDg.jpg
La Gioiosa,Prosecco Rosé Millesimato,2019.0,Prosecco,Italy,Italian Prosecco,3.9,2025-03-16 15:09:46,,3.5,"7.0 out of 10 - I was really pleasantly surprised by how good this Prosecco was. 

Definite joy in a glass. Pomegranate, rose petal, watermelon, lemon peel and some stone fruit. I also get more floral flavors like citrus blossom.

Lovey sparkling. Would definitely get again.

Had it at a friends house.",,Sparkling,,https://www.vivino.com/wines/166307742,https://images.vivino.com/labels/y4yvPe5YRSSm2L9lDpMupw.jpg
Viña Cobos,Felino Malbec,2022.0,Mendoza,Argentina,Argentinian Mendoza Malbec Red,3.9,,,3.4,"6.9 out of 10 - not my favorite Malbec but not bad at all either. I guess I’m going to have to retaste.

Very plum heavy, with blueberries too. You also get a lot of chocolate and some vanilla, leather, tobacco, and raspberry.

I enjoyed sipping this and taking my time during dinner at Richardsons.",,Red Wine,,https://www.vivino.com/wines/170511562,
Campo Viejo,The Red Blend,2023.0,Rioja,Spain,Spanish Rioja Red,3.5,,Richardson’s Restaurant,3.7,"7.4 out of 10 - loved this red blend. Had spicy flavors like aleppo pepper, cinnamon, and chili pepper. Also enjoyed the plum, vanilla, and cherry flavors. Maybe a little tobacco. 

Medium boldness. Not too heavy at all.",,Red Wine,,https://www.vivino.com/wines/174096897,
Badenhorst,The Curator Red Blend,2023.0,Coastal Region,South Africa,South African Red,3.4,2025-03-13 00:22:00,,4.0,"7.99999 out of 10 - so I figure I’d just round up. I’m typically harsh in my ratings, but I think this is a criminally underrated wine.

To me, the flavor is complex; I get flavors of raspberry, cherry, chocolate, cinnamon, cola, pepper, cassis, and sour plum. All blended beautifully together. 

Great value for its price. Really good recommendation from the store.",,Red Wine,,https://www.vivino.com/wines/174903663,https://images.vivino.com/labels/iFOvuUkwT_iV5ZlpkVf8yA.jpg
Craven,Karibib Chenin Blanc,2023.0,Stellenbosch,South Africa,South African Chenin Blanc,3.9,2025-03-13 00:18:23,,3.3,"6.7 out of 10 - pretty decent Chenin Blanc. Not my favorite. But it’s got A LOT going for it.

 pineapple, citrus, honey pear minerals, and just a tiny bit of butter. I do want to retaste just, because I feel like it’s off.

I’ll try more South African Chenin Blancs later. Until then, this is a perfect introduction.",,White Wine,,https://www.vivino.com/wines/176978713,https://images.vivino.com/labels/VgHhqgD4QwGcm2voNfIPRQ.jpg
Scagliola Giacomo,Racconti Langhe Nebbiolo,2023.0,Langhe,Italy,Italian Nebbiolo,4.1,2025-03-13 00:10:59,Unfiltered Natural Wine and More,3.7,"7.4 out of 10 - I want to retaste, but I generally like this Nebiollo. 

Leather, plum, blackberry, cherry, and raspberry. You also get some oaky flavors like chocolate.

Overall really like. Would love do to this for an official blind taste test.",,Red Wine,,https://www.vivino.com/wines/177997464,https://images.vivino.com/labels/JO0RRhBGR8SK1GQH_JgalA.jpg
Brothers Koerner,Light Red,2022.0,Clare Valley,Australia,Australian Red Blend,4.0,2025-03-13 00:07:35,Unfiltered Natural Wine and More,4.0,"8.1 out of 10 - amazing light red that those moments you want a red, but you want something refreshing.

Strawberry, sour cherry, cherry, cranberry, blueberry, vanilla, and cola.

I want to retaste because I definitely missed some flavors in there.

Got at a wonderful wine tasting at Unfiltered.",,Red Wine,,https://www.vivino.com/wines/172885412,https://images.vivino.com/labels/F4YK1mVgS-SJZ1bm2J_RmA.jpg
Somos,Naranjito,2022.0,McLaren Vale,Australia,,3.7,2025-03-12 23:58:11,Unfiltered Natural Wine and More,4.2,"8.4 out of 10 - underrated wine. Great skin contact. Noah you better buy this wine again!

Definite citrus like grapefruit. I got mango, salt, and a little bit of apple. Lovely taste!",,White Wine,,https://www.vivino.com/wines/174751030,https://images.vivino.com/labels/-3ycZ3EeS0WxNtCuP_j0XQ.jpg
Vigna Madre,Kriya Pecorino,2023.0,Terre di Chieti,Italy,Central Italy White,3.9,2025-03-12 23:52:40,Unfiltered Natural Wine and More,3.9,"7.8 out of 10 - really liked this wine. Pecorino is a new grape that i haven’t tried. I always thought that was a type of 🧀!

Crisp apple, pear, white peach, grapefruit, lemon peel, and minerals. Really blends well together. Smooth and refreshing!",,White Wine,,https://www.vivino.com/wines/177083277,https://images.vivino.com/labels/-GL_Tdz1RvaU2HhfDTOJFg.jpg
Dark Horse,Chardonnay,2021.0,California,United States,Californian Chardonnay,3.5,2025-03-12 03:23:11,Trader Joe's,1.9,"3.9 out of 10 - look, if I’m trying to drink cheap and try to bear an commercial Chardonnay, this is a good option. But otherwise, I consider this the Temu of wines.

There is way too much oak, that it ends up tasting unbalanced. Very buttery. There are the standard pear and apple. But I also get a kerosene and smoke flavor.

Look some people can like this, but it’s not for me.",,White Wine,,https://www.vivino.com/wines/167348265,https://images.vivino.com/labels/SIziRoeZS0-k1cY11Qmm3A.jpg
Trefethen,Chardonnay,2022.0,Oak Knoll District,United States,Napa Valley Chardonnay,4.0,2025-03-11 02:54:12,AJ’s Fine Food Paradise Valley,3.3,"6.7 out of 10 - decent chardonnay, definitely overpriced. It just not a particularly interesting Chardonnay. And I get some people like that. But for me it’s just good.

I get flavors of butter, orange, apple, pear, cream, and honey.",,White Wine,,https://www.vivino.com/wines/171709990,https://images.vivino.com/labels/0W9D-K7rTIqPm7zd8YnERA.jpg
Angeline,Cabernet Sauvignon,,California,United States,Californian Cabernet Sauvignon,3.6,,,3.5,"7.0 out of 10 - Bolder than I thought. Really interesting taste and really interesting taste. But I could see myself getting sick of that interesting taste after a while. I enjoyed some at Wine Girl in Scottsdale.

 With flavors of chocolate, blackberry, cherry, and vanilla, it seems hardly complex. However there’s an interesting smokiness (smoke). I really enjoy, but could see getting sick of it after a while (at least after a bottle)",,Red Wine,,https://www.vivino.com/wines/4293085,
Pacific Rim,Riesling,,Columbia Valley,United States,Washington State Riesling,3.7,,,3.3,"6.7 out of 10 - pretty decent Riesling. Enjoyed a glass at Wine Girl, Scottsdale.

It has this subtle sweetness and effervescence that I love.

I get flavors of white peach, apple, pear, honey,  honeysuckle, minerals, and maybe some citrus.",,White Wine,,https://www.vivino.com/wines/1991156,
Wente Vineyards,Morning Fog Chardonnay,,Central Coast,United States,Californian Chardonnay,3.9,,Wine Girl,3.2,"6.4 out of 10 - a little lower rating than last time. Very oaked, apple crisp, butter and toast. Add vanilla in there too.

Second time trying this wine. Decent Chardonnay.",,White Wine,,https://www.vivino.com/wines/1485697,
Deep Sky Vineyard,Nebula Rosé,2022.0,Arizona,United States,Arizona Rosé,3.6,2025-03-09 03:11:08,Whole Foods Market,2.9,"5.9 out of 10 - and this rating is subject to change, as it changed on me the past 10 minutes. But overall I feel Arizona can do better than this.

Look since it’s 100% Grenache, a grape that’s meant that excels in warm, dry climate, they should be killing it with this rose.

I get flavors of strawberry and raspberry, lots of acidity but sweet like honey on grapefruit. I taste an acidic cream like lemon curd.

It’s worth trying, but I want to see better! Retaste!",,Rosé Wine,,https://www.vivino.com/wines/176002379,https://images.vivino.com/labels/1efV_z8fSA-XEJ8EEdgAEQ.jpg
Los Milics,Jenny's Vineyard Ita’s,2024.0,Arizona,United States,Arizona Rosé,4.0,2025-03-09 03:09:49,Whole Foods Market,4.3,"8.5 out of 10 – I’m beaming with pride right now as a native grown Arizonan. This rosé is crisp light and so refreshing and fun. I also like the effervescents on it.

First flavors I get is strawberries and cream. I also get a little bit of watermelon, melon, some acidic notes, like orange zest there’s some definite earthiness like leather, but not too much. And maybe a little bit of salt

The description needs to be edited though the mixture includes Granache, Tempranillo, vermentino, Syrah, and picpoul blanc.",,Rosé Wine,,https://www.vivino.com/wines/179951520,https://images.vivino.com/labels/473vDF0aRjaS_vbAFTkSQw.jpg
Château Musar,Musar Jeune Rouge,2020.0,Bekaa Valley,Lebanon,Lebanese Red,3.8,2025-03-09 03:08:30,Unfiltered Natural Wine and More,4.3,"8.7 out of 10 - This wine is absolutely fantastic! I'm almost sorry I didn't drink it sooner. At $30 its almost a steal.

Deep berry flavors like blueberry and blackberry. A lot of black pepper, but in an enjoyable way like on a freezer dinner. Also some leather. There's a holiday flavor almost like dark cherry and nutmeg. A little bit of smoke too.

Really glad I tried this wine and I'm going to look out for other wines from this chateau.",,Red Wine,,https://www.vivino.com/wines/162906819,https://images.vivino.com/labels/N8gIRvUsRLKFmdjyLRoR-w.jpg
Sottimano,Langhe Nebbiolo,2022.0,Langhe,Italy,Italian Nebbiolo,3.8,2025-03-09 03:04:48,Trevor’s Liquor,4.2,"8.4 out of 10 - I may be feeling overgenerous tonight. But I love this Nebbiolo. 

Light color for the red here reflects its light nature.

Primary flavor is cranberry. But I also get  jasmine green tea, nutmeg, white cherry, and salt. I love the tartness.

Really really enjoyable Italian red. Enjoyed with a dish of an artichoke infused bow pasta with with a more herby vodka sauce. 🤌🏻👍🏻",,Red Wine,,https://www.vivino.com/wines/173578957,https://images.vivino.com/labels/7DbLEzgVTbe3pWXpaZoddA.jpg
Viberti Giovanni,La Gemella Barbera d’Alba,2021.0,Barbera d'Alba,Italy,Italian Barbera,3.9,2025-03-09 02:16:32,Trevor’s Liquor,3.7,"7.4 out of 10 - has a lot of complexity and is easy to drink. I don’t know if I’d like to have it every night but it’s definitely enjoyable right now.

I get flavors of cherry syrup, chili pepper, pepper, blueberry, and mushrooms. It really packs a lot of spice, almost like it’s spiced plum or cherry.",,Red Wine,,https://www.vivino.com/wines/169761855,https://images.vivino.com/labels/7n4pSMdqTBqCwloAwEnrEg.jpg
Bonterra,Sauvignon Blanc,2023.0,California,United States,Californian Sauvignon Blanc,3.7,2025-03-09 01:55:04,Whole Foods Market,2.8,"5.6 out of 10 - I think it’s a bit over rated. I did notice it mellows out a bit after opening. When you first open you get the taste of a sour lemon candy hitting you in the mouth.

After a while, that turns a tiny bit more complex, with flavors like grapefruit, honey, and salt.

I love the fact it’s made more sustainably with organic grapes.",,White Wine,,https://www.vivino.com/wines/173676295,https://images.vivino.com/labels/mtyxurumQxGUfmSgLJ71FQ.jpg
Viña Bouchon,Viña Bouchon Pinot Pais,2023.0,Maule Valley,Chile,,4.0,,Postino,3.7,"7.4 out of 20 - 2nd pinto this week. Love the flavor and the blending of flavors in this red.

I get Chili pepper, cherry syrup, blackberry, blackcurrant, Aleppo pepper, cinnamon, chocolate",,Red Wine,,https://www.vivino.com/wines/178054451,
Nadia,Vintner's Collection Pinot Noir,,San Luis Obispo County,United States,Californian Pinot Noir,3.8,2025-03-08 22:25:15,,1.8,"3.6 out of 10 - not my taste at all. Too fruity, but not complex is a terrible combo. There are grocery store wines that are excellent - this is not it.

Cherry, cola, plum, blackberry.",,Red Wine,,https://www.vivino.com/wines/161779881,https://images.vivino.com/labels/qTi3pz-GQu-1IhZmd-JEig.jpg
Casa Madero,Cabernet Sauvignon,,Valle de Parras,Mexico,Mexican Cabernet Sauvignon,4.0,,Santo Arcadia,4.2,"8.4 out of 10 - love this Mexican red. Great find at Santo Arcadia.

I get flavors of Chocolate, Cherry,  cola, leather, blackberry, plum, and earthy.",,Red Wine,,https://www.vivino.com/wines/1469481,
Lothar Kettern,Socalcos Riesling,2019.0,Mosel,Germany,German Riesling,3.9,2025-03-08 21:54:18,Santo Arcadia,3.3,"Little lacking in flavor, but I like the effervescence. Almost like a natural wine.

Apple, pear, salt, minerals, honey, lemon zest.",,White Wine,,https://www.vivino.com/wines/168845365,https://images.vivino.com/labels/UF1LmBhkQna3uKFbnxDMIA.jpg
Château de Campuget,1753 Saperavi,2023.0,Vin de France,France,French Red,3.9,2025-03-06 04:47:39,,4.2,"8.5 out of 10 - holy crap i’m so glad I ran into this wine. It’s a very deep, red color, and some supple tannins.

For flavors I get cherry, vanilla, chili pepper (if you look for it, it’s a strong flavor), black cherry, plum, ginger, tobacco, and salt.

I love the spices, I love the fruit - I think this wine is just the bees knees. Sometimes there’s a taste I’m not personally fond of but other than that it’s damn near perfect.",,Red Wine,,https://www.vivino.com/wines/176110803,https://images.vivino.com/labels/qsJKim4EQS-qJvRF1lUawg.jpg
Château d'Oupia,Les Hérétiques Pays d'Hérault,2022.0,Hérault,France,Languedoc-Roussillon Red,3.7,2025-03-06 00:11:56,,3.6,"7.2 out of 10 - deep bold, and dry - I almost got my tasting off. I thought it was a Syrah at first at the blind tasting.

I get deep cherry, blackberry, raspberry, vanilla, and leather flavors. By far my favorite at the tasting.",,Red Wine,,https://www.vivino.com/wines/171659994,https://images.vivino.com/labels/U79V6sdcSVa-sUj4Bzc7oA.jpg
Tresc,Comvino Pipeño Pais,2021.0,Itata Valley,Chile,,4.0,2025-03-06 00:02:38,,3.5,"7.0 out of 10 - medium bodied, great mid red dry wine. Don’t know if I’ve ever tried Pais before. 

I got cherry, black cherry, a bit of earthy, and some floral notes like chamomile.",,Red Wine,,https://www.vivino.com/wines/179931621,https://images.vivino.com/labels/pEPWkpMcQgy3OC46C2zYqQ.jpg
U Tabarka - Carloforte,Giancu Vermentino di Sardegna,2017.0,Vermentino di Gallura,Italy,Southern Italy White,3.7,2025-03-05 23:49:09,,3.4,"6.9 out of 10 - enjoyable sip, but maybe not always my style. I get Apple, white peach, dried flowers, wheat grass - tastes sort of like a Sauvignon Blanc, but different.",,White Wine,,https://www.vivino.com/wines/157111472,https://images.vivino.com/labels/Lcj4bi4HSZKT9GX-ivHJhg.jpg
Grangette,CocoriKo,2020.0,Côtes de Thau,France,Languedoc-Roussillon Red,3.8,2025-03-04 06:02:30,Unfiltered Natural Wine and More,4.3,"8.7 out of 10 - Holy hell, I love this wine. It’s not great for every occasion but it’s damn near perfect in every way. What I mean by it, is that I it’s not a repeatable wine that I would love drinking time and again. But like every summer flings it’s fun to have something different.

I get cherry, dark cherry, smoke, tobacco, cola, cranberry, maraschino cherry and a little bit of acidity that tastes almost like a deep citric flavor like lemon peel.  I also love the effervescence on it.",,Red Wine,,https://www.vivino.com/wines/168837441,https://images.vivino.com/labels/VvRvILrbRounla_goyrDqA.jpg
Criterion,Chianti Classico,2022.0,Chianti Classico,Italy,Italian Chianti Classico Red,3.6,2025-03-03 00:13:57,Whole Foods Market,3.4,"6.9 out of 10 - pretty good Chianti I get cherry, black cherry, cigar to pack out, maybe a little bit of vanilla and pomegranate. Got at Whole Foods.",,Red Wine,,https://www.vivino.com/wines/170445089,https://images.vivino.com/labels/nPb-Po6QR8KId0itM3G6sw.jpg
Terra Madi,Sauvignon Blanc,,Querétaro,Mexico,,3.8,2025-03-02 01:49:41,The Wine Store at Tarbell’s,4.1,"8.3 out of 10 - this is such a great wine. I really like the effervescence and I think it gets a really good score because it’s just a fun wine.

For flavors, I get a lot of green apple, sea salt, a little bit of butter and toast, I also taste white peach.

It’s just that unique Sauvignon Blanc and I think it really is a great wine. I will fight the wine snobs on this.",,White Wine,,https://www.vivino.com/wines/167857322,https://images.vivino.com/labels/Pe0AxdmTSvSo2KStamGHvg.jpg
Bodega Cuarto Dominio,Chento,,Mendoza,Argentina,Argentinian Mendoza Malbec Red,3.8,,,3.1,"6.3 out 10 - pretty decent.
Chocolate, plum, sour cherry, cranberry, pepper, caramel, and leather. 

Got at Rita’s cantina",,Red Wine,,https://www.vivino.com/wines/1682162,
Lola Mora,Chardonnay,2022.0,Mendoza,Argentina,Argentinian Chardonnay,3.7,2025-02-28 03:52:45,Unfiltered Natural Wine and More,3.7,"7.5 out of 10 - really decent score. I really like the Chardonnay, but it has its place and time that it should be enjoyed. Maybe during the summer at the lake house or when eating summer pies and sweet treats

First thing that hits you is that lemon pucker sour flavor and you almost get a little bit of lemon curd with cream of course maybe a little bit bit banana and some more citrus like grapefruit.

I like to Funk of this wine I like it a lot.",,White Wine,,https://www.vivino.com/wines/179895114,https://images.vivino.com/labels/3tg8l_hQR4utTC51xPNigw.jpg
Panilonco,Reserve Carmenère,2023.0,Colchagua Valley,Chile,Chilean Carménère,3.5,2025-02-27 02:22:39,,3.2,"6.4 out of 10 -I like this wine. It’s definitely different. The smell at first was different, almost gasoline smelling. But honestly I think that’s the earthiness.

I get leather, smoke, blueberry, plum, vanilla, and tobacco like a good ole backwood you are gonna light up.",,Red Wine,,https://www.vivino.com/wines/173971559,https://images.vivino.com/labels/0JJwBda1QTqNng77tFu1BA.jpg
Bodegas Ochoa,8A Crianza,2016.0,Navarra,Spain,Spanish Red,3.7,2025-02-27 00:09:59,Unfiltered Natural Wine and More,3.3,"6.6 out of 10 - not my favorite blend but interesting. It has a dry but fruity taste. 

Strawberry, vanilla, Cola, blueberries.",,Red Wine,,https://www.vivino.com/wines/157983632,https://images.vivino.com/labels/zZn-mFX6RByxP_L_3NacaA.jpg
Kompassus,Colheita,,Bairrada,Portugal,Central Portugal Red,3.8,2025-02-27 00:02:03,,4.0,"8.0 out of 10 - this was my favorite out of this week’s wine tasting at unfiltered wines. So I’d like to re-taste it maybe in a blind tasting.

It taste like a Cabernet Sauvignon for me with maybe a bit more acidity. I get flavors of: cherry, tobacco, chocolate, plum, and aleppo pepper. 

It’s not too complicated, and rather delicious. Let’s try again for a blind wine tasting.",,Red Wine,,https://www.vivino.com/wines/163392835,https://images.vivino.com/labels/luoSp_LwS5CodCclip7-kw.jpg
Bodegas Ochoa,Calendas Blanco,2023.0,Navarra,Spain,Spanish White,3.5,2025-02-26 23:53:06,Unfiltered Natural Wine and More,2.9,"5.9 out of 10 - not my favorite Chardonnay blend. If you are a Chardonnay fan and you want something similar, I perhaps would go for this. Still your not going for o get that oakiness that you usually get. 

And that’s because it’s a blend; maybe if I was presented with that information the review would be different.

Flavors I get: pineapple, lemon, green fig, and the faintest hint of butter. Tasted at unfiltered wines thought I don’t know if they sell it yet. Don’t know the vintage.",,White Wine,,https://www.vivino.com/wines/176975173,https://images.vivino.com/labels/DVeTkRZaQH-m0G9XP6YFHA.jpg
Bodega Berroja,Lento Latido,,Bizkaiko Txakolina,Spain,Spanish White,3.8,2025-02-26 23:47:04,Unfiltered Natural Wine and More,3.5,"7.1 out of 10 - this txkolina was still good but not my favorite out of the region. There is less effervescence than usual, but still some. Apricot, white peach, grapefruit, lemon peel, and maybe a little stone. Like it but there are better Txkolinas out there.

I don’t know the vintage.",,White Wine,,https://www.vivino.com/wines/171200409,https://images.vivino.com/labels/C0IdEzwaQQWiODKcEilPmw.jpg
Kranemann,Hasso White,2022.0,Douro,Portugal,Northern Portugal White,4.0,2025-02-26 23:35:37,Unfiltered Natural Wine and More,3.6,7.2 out of 10 - Really decent white. Taste of sea salt and pink lady apple. Something is holding it back for me but I can’t put my finger on it. Would try again. It is a wine tasting wine from Unfiltered.,,White Wine,,https://www.vivino.com/wines/171580842,https://images.vivino.com/labels/QT3uZYxPROKoyQGsoGSF0A.jpg
Rombauer Vineyards,Chardonnay,2023.0,Los Carneros,United States,Napa Valley Chardonnay,4.4,2025-02-25 03:50:47,,3.5,"7.0 out of 10 - 2023 vintage. Since it’s a big winery, it probably has a consistent taste between vintages I get butter, cream, banana, pear, apple, and pineapple. 

I want to hate because it’s conformist but I just can’t.",,White Wine,,https://www.vivino.com/wines/173819255,https://images.vivino.com/labels/59Wb7jVXSJ2p112-Di4GiA.jpg
